Serial Number,Receipt Number,Date,Register Name,Draft Name,Occupants,Total Product Count,Product Name,Product Category,Product Notes,Product Quantity,Product Price,Product Tax,Product Zero Tax,Product Discount,Product Coupon Code,Product Total,Subtotal Price,Tax,Zero Tax,Bulk Discount,Bulk Coupon Code,Discount,Roundoff,Packaging Small,Tea Kettle,Small Packaging,Packaging large,Packaging medium,Total Price,Cash Refund,Card Refund,Other Refund,Payment Status,Fulfillment Status,Cancellation Status,Delivery Date,Tags,Channel Name,Brand Name,Channel Id,,Customer Name,Shipping Address,Customer Tags,Redemption CRM,Redemption Type
SA6532,SA-Q2I-2007-6535,"Nov 13, 2021 19:46",,,,,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6532,SA-Q2I-2007-6535,"Nov 13, 2021 19:46",,,,,Veg Cheese Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6532,SA-Q2I-2007-6535,"Nov 13, 2021 19:46",,,,,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6533,SA-Q2I-2007-6536,"Nov 13, 2021 19:52",Main Register,Table 4,,1,Sandwich + 2 Chai / Adrak Elaichi Chai / Veg Corn Cheese Sandwich,Everyday Combos,,1,169,0,0,0,,169,169,0,,0,,0,0,,,,,,169,0,0,0,paid,fulfilled,,,,,,,,Tarang,,,,
SA6534,SA-Q2I-2007-6537,"Nov 13, 2021 20:04",Main Register,Table 2,,2,Masala Chai,Chai,,2,70,0,0,0,,70,180,0,,21.4,,21.4,0.4,,,,,,159,0,0,0,paid,fulfilled,,,,,,,,Aditya,,,Bingage,Wallet
SA6534,SA-Q2I-2007-6537,"Nov 13, 2021 20:04",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6535,SA-Q2I-2007-6538,"Nov 13, 2021 21:22",Main Register,Table 4,,3,Adrak Elaichi Chai,Chai,,4,160,0,0,0,,160,350,0,,0,,0,0,,,,,,350,0,0,0,paid,fulfilled,,,,,,,,Milind,,,,
SA6535,SA-Q2I-2007-6538,"Nov 13, 2021 21:22",,,,,Spicy Vada Pav,Vada Pav,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6535,SA-Q2I-2007-6538,"Nov 13, 2021 21:22",,,,,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6536,SA-Q2I-2007-6539,"Nov 14, 2021 12:23",Main Register,Table 2,,4,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,295,0,,0,,0,0,,,,,,295,0,0,0,paid,fulfilled,,,,,,,,Ayush,,,,
SA6536,SA-Q2I-2007-6539,"Nov 14, 2021 12:23",,,,,Poha,Samosas & More,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6536,SA-Q2I-2007-6539,"Nov 14, 2021 12:23",,,,,Veg Corn Cheese Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6536,SA-Q2I-2007-6539,"Nov 14, 2021 12:23",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6537,SA-Q2I-2007-6540,"Nov 14, 2021 12:31",Main Register,Table 5,,4,Adrak Chai,Chai,,4,100,0,0,0,,100,499,0,,31.86,,31.86,-0.14,,,5,,,472,0,0,0,paid,fulfilled,,,,,,,,agrima,,,Bingage,Wallet
SA6537,SA-Q2I-2007-6540,"Nov 14, 2021 12:31",,,,,Paneer Corn Pizza,Pizza,,1,139,0,0,0,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6537,SA-Q2I-2007-6540,"Nov 14, 2021 12:31",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6537,SA-Q2I-2007-6540,"Nov 14, 2021 12:31",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6538,SA-Q2I-2007-6541,"Nov 14, 2021 14:32",Main Register,Table 5,,8,Cold Drink - Thumbs Up,Unchai,,2,70,0,0,0,,70,925,0,,0,,0,0,,,,,,925,0,0,0,paid,fulfilled,,,,,,,,Khushi,,,,
SA6538,SA-Q2I-2007-6541,"Nov 14, 2021 14:32",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6538,SA-Q2I-2007-6541,"Nov 14, 2021 14:32",,,,,Tandoori Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6538,SA-Q2I-2007-6541,"Nov 14, 2021 14:32",,,,,Classic Hot Coffee,Coffee,,3,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6538,SA-Q2I-2007-6541,"Nov 14, 2021 14:32",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6538,SA-Q2I-2007-6541,"Nov 14, 2021 14:32",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6538,SA-Q2I-2007-6541,"Nov 14, 2021 14:32",,,,,Chocolate Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6538,SA-Q2I-2007-6541,"Nov 14, 2021 14:32",,,,,Sipping Hot Chocolate,Coffee,,1,160,0,0,0,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6542,SA-Q2I-2007-6542,"Nov 14, 2021 14:47",Main Register,Table 2,,7,Masala Chai,Chai,,1,35,0,0,0,,35,733,0,,0,,0,0,,,,,,733,0,0,0,paid,fulfilled,,,,,,,,Chhitiz,,,,
SA6542,SA-Q2I-2007-6542,"Nov 14, 2021 14:47",,,,,Cold Coffee - Regular,Coffee,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6542,SA-Q2I-2007-6542,"Nov 14, 2021 14:47",,,,,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6542,SA-Q2I-2007-6542,"Nov 14, 2021 14:47",,,,,Mixed Sauce Penne Pasta,Pasta,,1,165,0,0,0,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6542,SA-Q2I-2007-6542,"Nov 14, 2021 14:47",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6542,SA-Q2I-2007-6542,"Nov 14, 2021 14:47",,,,,Paneer Corn Pizza,Pizza,,2,278,0,0,0,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6542,SA-Q2I-2007-6542,"Nov 14, 2021 14:47",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6539,SA-Q2I-2007-6543,"Nov 14, 2021 15:13",Main Register,Table 6,,6,Classic Margherita Pizza,Pizza,,1,99,0,0,0,,99,612,0,,0,,0,0,10,,,,,622,0,0,0,paid,fulfilled,,,,,,,,Sanskriti,,,,
SA6539,SA-Q2I-2007-6543,"Nov 14, 2021 15:13",,,,,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6539,SA-Q2I-2007-6543,"Nov 14, 2021 15:13",,,,,Fresh Veggie Pizza,Pizza,,1,159,0,0,0,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6539,SA-Q2I-2007-6543,"Nov 14, 2021 15:13",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6539,SA-Q2I-2007-6543,"Nov 14, 2021 15:13",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6539,SA-Q2I-2007-6543,"Nov 14, 2021 15:13",,,,,Cold Coffee - Regular,Coffee,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6540,SA-Q2I-2007-6544,"Nov 14, 2021 15:21",Main Register,Table 3,,4,Paneer Corn Pizza,Pizza,,1,139,0,0,0,,139,464,0,,50,,50,0,,,,,,414,0,0,0,paid,fulfilled,,,,,,,,Shivam,,,,
SA6540,SA-Q2I-2007-6544,"Nov 14, 2021 15:21",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6540,SA-Q2I-2007-6544,"Nov 14, 2021 15:21",,,,,Choco Hazelnut Shake,Shakes,,1,125,0,0,0,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6540,SA-Q2I-2007-6544,"Nov 14, 2021 15:21",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6541,SA-Q2I-2007-6545,"Nov 14, 2021 15:42",Main Register,Table 5,,5,Adrak Chai,Chai,,6,150,0,0,0,,150,539,0,,0,,0,0,,,,,,539,0,0,0,paid,fulfilled,,,,,,,,arun,,,,
SA6541,SA-Q2I-2007-6545,"Nov 14, 2021 15:42",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6541,SA-Q2I-2007-6545,"Nov 14, 2021 15:42",,,,,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6541,SA-Q2I-2007-6545,"Nov 14, 2021 15:42",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6541,SA-Q2I-2007-6545,"Nov 14, 2021 15:42",,,,,Water (500 ml),Unchai,,2,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6544,SA-Q2I-2007-6546,"Nov 14, 2021 16:18",Main Register,Table 5,,6,Cold Coffee - Frappe,Coffee,,1,120,0,0,0,,120,689,0,,0,,0,0,,,,,,689,0,0,0,paid,fulfilled,,,,,,,,Aakhya,,,,
SA6544,SA-Q2I-2007-6546,"Nov 14, 2021 16:18",,,,,Cold Coffee Hazelnut,Coffee,,1,135,0,0,0,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6544,SA-Q2I-2007-6546,"Nov 14, 2021 16:18",,,,,Capsicum + Sweet Corn Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6544,SA-Q2I-2007-6546,"Nov 14, 2021 16:18",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6544,SA-Q2I-2007-6546,"Nov 14, 2021 16:18",,,,,Butterscotch Shake,Shakes,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6544,SA-Q2I-2007-6546,"Nov 14, 2021 16:18",,,,,Chocolate Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6543,SA-Q2I-2007-6547,"Nov 14, 2021 16:28",Main Register,Table 6,,2,Oreo Shake,Shakes,,1,120,0,0,0,,120,215,0,,0,,0,0,,,,,,215,0,0,0,paid,fulfilled,,,,,,,,Airema,,,,
SA6543,SA-Q2I-2007-6547,"Nov 14, 2021 16:28",,,,,Cold Coffee - Regular,Coffee,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6545,SA-Q2I-2007-6548,"Nov 14, 2021 16:54",Main Register,Table 2,,1,Vada Pav + Chai / Adrak Elaichi Chai / Vada Pav,Everyday Combos,,2,158,0,0,0,,158,158,0,,0,,0,0,,,,,,158,0,0,0,paid,fulfilled,,,,,,,,Vaibhav,,,,
SA6548,SA-Q2I-2007-6549,"Nov 14, 2021 17:22",Main Register,Table 4,,2,Veg Fried Momos,Momos,,1,80,0,0,0,,80,130,0,,0,,0,0,,,,,,130,0,0,0,paid,fulfilled,,,,,,,,Rajat,,,,
SA6548,SA-Q2I-2007-6549,"Nov 14, 2021 17:22",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6546,SA-Q2I-2007-6550,"Nov 14, 2021 17:25",Main Register,Table 3,,3,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,170,0,,0,,0,0,,,,,,170,0,0,0,paid,fulfilled,,,,,,,,Shraddha,,,,
SA6546,SA-Q2I-2007-6550,"Nov 14, 2021 17:25",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6546,SA-Q2I-2007-6550,"Nov 14, 2021 17:25",,,,,Cheese Jalapeno Samosa Platter,Samosas & More,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6547,SA-Q2I-2007-6551,"Nov 14, 2021 17:36",Main Register,Table 6,,3,Elaichi Chai,Chai,,1,30,0,0,0,,30,240,0,,0,,0,0,,,,,,240,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6547,SA-Q2I-2007-6551,"Nov 14, 2021 17:36",,,,,Bun Samosa,Maska Bun,,2,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6547,SA-Q2I-2007-6551,"Nov 14, 2021 17:36",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6552,SA-Q2I-2007-6552,"Nov 14, 2021 17:39",Main Register,Table 2,,4,Masala Cold Drink,Unchai,,1,45,0,0,0,,45,285,0,,0,,0,0,,,,,,285,0,0,0,paid,fulfilled,,,,,,,,Surya,,,,
SA6552,SA-Q2I-2007-6552,"Nov 14, 2021 17:39",,,,,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6552,SA-Q2I-2007-6552,"Nov 14, 2021 17:39",,,,,Paneer Makhani Maggi,Maggi Maggi Maggi,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6552,SA-Q2I-2007-6552,"Nov 14, 2021 17:39",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6549,SA-Q2I-2007-6553,"Nov 14, 2021 17:50",Main Register,Table 3,,1,Jalapeno Veggie Wrap,Wraps,,1,95,0,0,0,,95,95,0,,0,,0,0,,,,,,95,0,0,0,paid,fulfilled,,,,,,,,Shraddha,,,,
SA6553,SA-Q2I-2007-6554,"Nov 14, 2021 18:00",Main Register,Table 4,,2,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6553,SA-Q2I-2007-6554,"Nov 14, 2021 18:00",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6550,SA-Q2I-2007-6555,"Nov 14, 2021 18:10",Main Register,Table 3,,1,Water (500 ml),Unchai,,1,15,0,0,0,,15,15,0,,0,,0,0,,,,,,15,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6551,SA-Q2I-2007-6556,"Nov 14, 2021 18:11",Main Register,Table 6,,1,Water (500 ml),Unchai,,1,15,0,0,0,,15,15,0,,0,,0,0,,,,,,15,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6556,SA-Q2I-2007-6557,"Nov 14, 2021 18:43",Main Register,Table 4,,1,Capsicum + Sweet Corn Pizza,Pizza,,1,119,0,0,0,,119,119,0,,0,,0,0,,,,,,119,0,0,0,paid,fulfilled,,,,,,,,naveen,,,,
SA6555,SA-Q2I-2007-6558,"Nov 14, 2021 18:48",Main Register,Table 2,,2,Spicy Vada Pav,Vada Pav,,2,140,0,0,0,,140,270,0,,0,,0,0,,,,,,270,0,0,0,paid,fulfilled,,,,,,,,Rishika,,,,
SA6555,SA-Q2I-2007-6558,"Nov 14, 2021 18:48",,,,,Coffee Oreo Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6554,SA-Q2I-2007-6559,"Nov 14, 2021 18:57",Main Register,Take-Away-1,,2,Cheesy Vada Pav,Vada Pav,,2,160,0,0,0,,160,290,0,,0,,0,0,,,,,,290,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6554,SA-Q2I-2007-6559,"Nov 14, 2021 18:57",,,,,Chocolate Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6559,SA-Q2I-2007-6560,"Nov 14, 2021 19:01",Main Register,Table 6,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,Himanshu,,,,
SA6558,SA-Q2I-2007-6561,"Nov 14, 2021 19:09",Main Register,Table 5,,3,Onion + Capsicum Pizza,Pizza,,1,119,0,0,0,,119,264,0,,0,,0,0,,,,,,264,0,0,0,paid,fulfilled,,,,,,,,Ashmita,,,,
SA6558,SA-Q2I-2007-6561,"Nov 14, 2021 19:09",,,,,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6558,SA-Q2I-2007-6561,"Nov 14, 2021 19:09",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6560,SA-Q2I-2007-6562,"Nov 14, 2021 19:11",Main Register,Table 3,,2,Bun Maska,Maska Bun,,3,120,0,0,0,,120,170,0,,0,,0,0,,,,,,170,0,0,0,paid,fulfilled,,,,,,,,karan,,,,
SA6560,SA-Q2I-2007-6562,"Nov 14, 2021 19:11",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6557,SA-Q2I-2007-6563,"Nov 14, 2021 19:17",Main Register,Take-Away-2,,2,Vada Pav,Vada Pav,,2,130,0,0,0,,130,210,0,,0,,0,0,,,,,,210,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6557,SA-Q2I-2007-6563,"Nov 14, 2021 19:17",,,,,Cheesy Vada Pav,Vada Pav,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6562,SA-Q2I-2007-6564,"Nov 14, 2021 19:21",Main Register,Table 4,,3,Maggi + Chai / Adrak Chai / Veg Cheese Maggi,Everyday Combos,,1,89,0,0,0,,89,214,0,,11,,11,0,,,,,,203,0,0,0,paid,fulfilled,,,,,,,,Kartik,,,,
SA6562,SA-Q2I-2007-6564,"Nov 14, 2021 19:21",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6562,SA-Q2I-2007-6564,"Nov 14, 2021 19:21",,,,,Bhujia Bun maska,Maska Bun,,2,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6561,SA-Q2I-2007-6565,"Nov 14, 2021 19:47",Main Register,Table 6,,3,Adrak Chai,Chai,,1,25,0,0,0,,25,80,0,,0,,0,0,,,,,,80,0,0,0,paid,fulfilled,,,,,,,,harshit,,,,
SA6561,SA-Q2I-2007-6565,"Nov 14, 2021 19:47",,,,,Elaichi Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6561,SA-Q2I-2007-6565,"Nov 14, 2021 19:47",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6564,SA-Q2I-2007-6566,"Nov 14, 2021 20:00",Main Register,Table 2,,4,Veg Corn Cheese Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,334,0,,0,,0,0,,,,,,334,0,0,0,paid,fulfilled,,,,,,,,Vikram,,,,
SA6564,SA-Q2I-2007-6566,"Nov 14, 2021 20:00",,,,,Vada Pav + Chai / Masala Chai / Vada Pav,Everyday Combos,,1,79,0,0,0,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6564,SA-Q2I-2007-6566,"Nov 14, 2021 20:00",,,,,Cheesy Loaded Nachos,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6564,SA-Q2I-2007-6566,"Nov 14, 2021 20:00",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6565,SA-Q2I-2007-6567,"Nov 14, 2021 20:16",Main Register,Table 4,,4,Laung Kaali Mirch Chai,Chai,,1,45,0,0,0,,45,285,0,,0,,0,0,,,,,,285,0,0,0,paid,fulfilled,,,,,,,,vikrant,,,,
SA6565,SA-Q2I-2007-6567,"Nov 14, 2021 20:16",,,,,Vada Pav,Vada Pav,,2,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6565,SA-Q2I-2007-6567,"Nov 14, 2021 20:16",,,,,Chipotle Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6565,SA-Q2I-2007-6567,"Nov 14, 2021 20:16",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6563,SA-Q2I-2007-6568,"Nov 14, 2021 20:22",Main Register,Take-Away-3,,3,Tandoori Paneer Pizza,Pizza,,1,199,0,0,0,,199,424,0,,42.4,,42.4,0.4,,,,,,382,0,0,0,paid,fulfilled,,,,,,,,Niket,,,,
SA6563,SA-Q2I-2007-6568,"Nov 14, 2021 20:22",,,,,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6563,SA-Q2I-2007-6568,"Nov 14, 2021 20:22",,,,,Veg Cheese Overload Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6581,SA-Q2I-2007-6569,"Nov 14, 2021 21:00",Main Register,Take-Away-4,,1,Paneer Delight Pizza,Pizza,,1,179,0,0,0,,179,179,0,,19,,19,0,,,,,,160,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6566,SA-Q2I-2007-6570,"Nov 14, 2021 21:33",Main Register,Table 3,,2,Jalapeno Veggie Wrap,Wraps,,1,95,0,0,0,,95,245,0,,0,,0,0,,,,,,245,0,0,0,paid,fulfilled,,,,,,,,Pulkit,,,,
SA6566,SA-Q2I-2007-6570,"Nov 14, 2021 21:33",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6568,SA-Q2I-2007-6571,"Nov 14, 2021 21:54",Main Register,Table 5,,2,Adrak Chai,Chai,,3,75,0,0,0,,75,195,0,,0,,0,0,,,,,,195,0,0,0,paid,fulfilled,,,,,,,,Om,,,,
SA6568,SA-Q2I-2007-6571,"Nov 14, 2021 21:54",,,,,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6567,SA-Q2I-2007-6572,"Nov 14, 2021 21:56",Main Register,Table 3,,1,Adrak Chai,Chai,,1,25,0,0,0,,25,25,0,,0,,0,0,,,,,,25,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6569,SA-Q2I-2007-6573,"Nov 15, 2021 12:11",Main Register,Table 5,,1,Masala Chai,Chai,,2,70,0,0,0,,70,70,0,,0,,0,0,,,,,,70,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6570,SA-Q2I-2007-6574,"Nov 15, 2021 12:34",Main Register,Table 5,,3,Adrak Chai,Chai,,2,50,0,0,0,,50,125,0,,0,,0,0,,,,,,125,0,0,0,paid,fulfilled,,,,,,,,Hitesh,,,,
SA6570,SA-Q2I-2007-6574,"Nov 15, 2021 12:34",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6570,SA-Q2I-2007-6574,"Nov 15, 2021 12:34",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6571,SA-Q2I-2007-6575,"Nov 15, 2021 12:49",Main Register,Table 4,,3,Veg Cheese Sandwich,Grilled Sandwiches,,1,120,0,0,0,,120,355,0,,35.5,,35.5,0.5,,,,,,320,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA6571,SA-Q2I-2007-6575,"Nov 15, 2021 12:49",,,,,Veg Corn Cheese Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6571,SA-Q2I-2007-6575,"Nov 15, 2021 12:49",,,,,Cold Drink - Thumbs Up,Unchai,,3,105,0,0,0,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6572,SA-Q2I-2007-6576,"Nov 15, 2021 13:06",Main Register,Table 2,,4,Paneer Corn Pizza,Pizza,,1,139,0,0,0,,139,354,0,,0,,0,0,,,,,,354,0,0,0,paid,fulfilled,,,,,,,,Rohan,,,,
SA6572,SA-Q2I-2007-6576,"Nov 15, 2021 13:06",,,,,Tandoori Loaded Nachos,Fries & Nachos,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6572,SA-Q2I-2007-6576,"Nov 15, 2021 13:06",,,,,Lemonade (Sweet/Salt/Mix),Unchai,,1,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6572,SA-Q2I-2007-6576,"Nov 15, 2021 13:06",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6573,SA-Q2I-2007-6577,"Nov 15, 2021 13:24",Main Register,Table 5,,4,Paneer Cheese Love Pizza,Pizza,,1,189,0,0,0,,189,394,0,,0,,0,0,,,,,,394,0,0,0,paid,fulfilled,,,,,,,,Vanshika,,,,
SA6573,SA-Q2I-2007-6577,"Nov 15, 2021 13:24",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6573,SA-Q2I-2007-6577,"Nov 15, 2021 13:24",,,,,Kit Kat Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA6573,SA-Q2I-2007-6577,"Nov 15, 2021 13:24",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
